i,j,ckt_id
206272,206286,1
206273,206300,1
206273,206300,2
206279,206287,1
206279,206287,2
206281,206319,4
206283,206284,1
206283,206291,1
206283,207117,1
206284,4285,3
206286,206272,1
206286,206292,1
206286,206294,1
206286,206300,X
206286,206300,Y
206286,206307,1
206286,206310,1
206286,206321,1
206286,207163,1
206287,206318,1
206287,219218,1
206288,206291,1
206288,206303,1
206291,206304,4
206291,207109,1
206292,206298,1
206292,206317,1
206294,206300,1
206294,206309,1
206294,206309,2
206294,206318,1
206295,206297,1
206296,206297,1
206297,206277,1
206297,206277,2
206297,206277,7
206297,206302,1
206297,206302,2
206297,206319,1
206298,206322,1
206299,206305,1
206299,206313,1
206302,4279,X2
206302,4280,X2
206303,206305,13
206303,206305,17
206303,206324,1
206304,206283,5
206304,206283,6
206304,206311,1
206305,4283,_P
206305,206403,1
206309,207117,2
206310,206309,1
206311,206309,1
206314,206305,1
206314,206321,1
206314,206363,1
206314,206364,1
206315,206305,1
206315,206362,1
206315,206365,1
206316,4285,1
206316,4285,2
206316,206309,1
206317,4284,2
206319,206281,5
206320,4284,2
206320,206307,1
206322,206315,1
206323,206294,1
206323,206294,2
206323,206295,1
206323,206296,1
206323,206366,1
206323,206367,1
206324,206313,12
206327,206321,1
206328,206321,1
206329,206321,1
206341,4273,_T
206341,4274,_T
206353,206246,1
206353,206261,1
206374,206247,1
206375,206236,1
206375,206243,1
206381,206337,1
206381,206338,1
206381,206339,1
206400,206305,1
206403,206404,1
206403,206405,1
206403,206406,1
206713,206230,1
206713,206246,1
206720,206318,1
206720,206319,1
206735,206700,3
207163,206307,1
207163,207166,3
207903,4326,1
207903,204511,1
207903,208045,1
207915,208040,1
207915,208040,2
207915,208113,1
207915,208120,1
207919,207930,1
207919,208049,1
207922,4511,1
207922,4640,1
207922,204504,1
207922,204504,2
207922,204515,1
207922,208088,1
207922,208133,1
207922,208136,2
207922,208900,1
207922,208901,1
207922,208902,1
207930,204513,1
207930,206242,1
207932,207983,3
207932,214035,1
207937,207968,1
207937,212397,1
207943,207973,1
207943,208040,1
207944,204507,1
207944,204692,1
207944,207955,1
207944,207987,1
207950,4640,1
207950,208005,1
207955,208005,1
207960,207977,1
207960,208072,3
207968,208015,1
207968,208016,2
207968,208017,3
207968,208109,1
207968,212397,1
207973,208072,1
207977,208072,1
207977,208113,1
207977,208113,3
207983,204686,1
207983,204686,ZE
207983,208128,3
207987,204504,1
207987,204506,1
207987,207990,2
207990,204504,2
207990,208105,2
207999,208093,1
207999,208098,1
207999,234250,1
208005,4560,3
208005,4560,4
208005,200513,1
208009,200708,1
208009,208049,1
208009,208090,1
208009,208090,Z0
208020,208030,1
208020,208070,Z1
208020,208071,1
208020,208133,2
208025,204509,1
208025,204510,1
208025,206263,1
208025,208037,1
208025,208056,2
208025,208072,1
208025,208072,2
208025,208905,1
208025,208906,C2
208025,208908,1
208025,208909,3
208025,208910,4
208030,208078,1
208034,208040,1
208034,208040,2
208034,208109,1
208034,208109,2
208040,208912,1
208040,208912,2
208040,212397,1
208040,212397,2
208045,4326,1
208045,208078,3
208045,208078,4
208048,204515,1
208048,208070,1
208049,208046,2
208054,208009,Z0
208054,208052,SU
208054,208053,3
208054,208055,1
208056,208101,1
208056,208101,2
208070,208914,2
208070,208914,1
208071,4610,3
208071,4610,4
208078,208088,1
208092,208046,1
208092,208093,1
208093,208113,1
208093,208113,2
208098,208090,3
208098,208090,4
208101,200047,2
208105,208136,1
208106,210258,1
208106,210330,3
208109,208113,1
208113,4621,T1
208113,4623,T2
208113,208918,1
208120,208113,1
208236,207903,1
208236,207903,2
208236,207903,N3
208249,208259,13
208259,208847,1
208289,208520,1
208289,208521,2
208289,208640,2
208289,208641,1
208301,208300,1
208301,208676,1
208302,208300,2
208302,208677,2
208306,208301,1
208306,208302,1
208306,208698,2
208306,208699,1
208306,208743,1
208306,208744,2
208313,208640,1
208313,208641,2
208328,208497,1
208328,208868,1
208329,208497,2
208329,208868,2
208372,208590,1
208372,208590,2
208372,208604,2
208372,208891,1
208375,208660,1
208375,208676,1
208376,208677,2
208376,208760,1
208396,4534,1
208396,4537,SU
208396,208551,1
208396,208604,1
208396,208847,1
208454,4575,1
208454,4576,1
208454,208790,1
208454,208790,2
208497,208743,1
208497,208744,2
208520,4611,1
208521,4611,2
208551,208020,3
208551,208020,4
208551,208878,1
208551,208878,2
208551,208919,Z1
208551,208921,Z1
208590,208878,1
208590,208878,2
208604,208030,1
208604,208030,2
208604,208626,2
208604,208891,1
208626,208396,2
208660,4611,1
208661,4611,2
208661,208760,1
208692,208698,1
208693,208699,2
208694,208313,1
208694,208313,2
208694,208692,1
208694,208693,1
208759,208078,3
208759,208078,5
208790,208088,3
208790,208088,4
208867,208133,1
208867,208133,2
208868,208133,3
208868,208133,4
208877,208551,2
208919,208914,1
208921,208914,1
209733,4584,1
209733,4585,1
209733,210132,1
209733,210136,2
209739,209892,2
209739,210132,1
209739,210136,2
209739,210272,2
209779,4639,1
209779,209853,1
209840,4596,1
209840,4597,1
209840,207944,1
209840,207944,2
209840,210011,1
209840,210216,2
209852,4639,1
209852,207950,1
209852,207950,2
209852,207950,3
209852,209853,1
209852,210316,2
209852,210317,1
209866,4600,1
209866,4601,1
209866,207955,1
209866,207955,2
209884,208790,1
209884,208790,2
209884,208867,1
209884,208867,2
209884,209985,1
209892,209985,1
209904,210258,1
209904,210317,1
209905,210257,2
209905,210316,2
209926,210040,1
209959,4584,1
209959,4585,1
209959,210011,1
209959,210011,2
209985,207987,1
209985,207987,2
209985,207987,3
209985,210272,1
210011,210216,1
210040,210333,1
210041,210172,2
210041,210333,2
210045,210333,1
210045,210333,2
210075,210208,2
210075,210330,2
210208,210045,1
210208,210045,2
210330,208136,1
210330,208136,2
210330,208136,3
210333,4640,1
210333,4640,2
210380,210576,2
210380,210577,1
210388,210642,1
210388,210856,1
210389,210642,2
210389,210857,2
210406,210748,1
210406,210897,1
210412,210576,2
210412,210577,1
210412,210579,1
210412,210579,2
210432,4628,1
210432,210433,1
210432,210989,1
210432,210990,2
210437,210696,1
210437,211161,1
210441,200075,1
210442,200075,2
210455,210523,2
210455,210526,2
210461,210631,1
210461,211151,1
210462,210631,1
210462,211150,2
210466,210441,3
210466,210442,4
210477,4608,1
210477,207932,1
210477,207932,2
210477,210669,2
210477,211092,1
210477,211150,2
210477,211151,1
210477,211255,1
210498,210576,2
210498,210997,2
210499,210577,1
210499,210996,1
210506,211238,1
210507,211239,2
210514,210944,1
210514,210965,1
210515,4574,2
210515,210965,2
210523,210791,1
210523,211143,1
210523,211144,2
210523,211167,1
210526,211206,1
210539,210650,2
210539,210836,2
210540,210651,1
210540,210836,1
210548,210560,1
210548,211130,1
210549,210559,2
210549,211131,2
210559,211321,2
210560,211321,1
210592,210380,1
210592,210506,1
210593,210380,2
210593,210507,2
210596,210695,2
210596,210696,1
210596,210896,2
210596,210897,1
210601,10679,1
210601,10680,1
210601,207960,1
210601,207960,2
210615,211130,1
210615,211161,1
210616,211131,2
210616,211161,2
210624,210791,2
210624,210792,1
210631,210957,1
210631,210958,1
210634,4528,TR
210634,210631,2
210638,4529,1
210638,210631,4
210642,210741,1
210642,210741,2
210647,4574,3
210647,210965,3
210650,4615,1
210651,211177,2
210668,210957,1
210668,211255,1
210669,210958,2
210678,210675,1
210678,210735,1
210678,211078,1
210695,211161,2
210735,211143,1
210735,211144,2
210741,207983,1
210741,207983,2
210741,207983,3
210741,210793,1
210741,210794,2
210747,4563,1
210747,4573,1
210747,4613,1
210747,210748,1
210747,210748,2
210748,4628,2
210748,210433,1
210748,210896,2
210793,210792,1
210794,210791,2
210836,210965,1
210836,210965,2
210856,211102,1
210857,211102,1
210937,208037,2
210937,211231,2
210937,211232,1
210996,211161,1
210997,211161,2
211071,211086,2
211071,211206,2
211078,4615,1
211078,208056,1
211078,208056,2
211078,208056,3
211078,211177,1
211086,4632,1
211092,4631,1
211102,211327,1
211102,211328,2
211160,208072,1
211160,208072,_1
211160,208072,_2
211160,211268,1
211160,211272,2
211161,208072,4
211161,208072,5
211167,210792,1
211198,211321,1
211199,211321,2
211206,208091,1
211206,208091,2
211231,210990,2
211232,210989,1
211238,211198,1
211239,211199,2
211320,211321,1
211320,211321,4
211321,200023,3
211321,208128,5
211327,211320,1
211328,211320,2
211394,207919,1
211394,207919,2
211398,211825,1
211398,211977,1
211399,211826,2
211399,211978,2
211503,211797,1
211504,211505,0
211504,211797,1
211504,234280,1
211541,4505,MR
211541,211872,1
211541,211872,2
211541,211994,2
211541,211995,1
211556,10966,1
211556,211887,1
211592,4552,1
211592,4641,2
211592,207977,4
211592,207977,5
211592,207977,6
211592,211921,2
211592,211972,1
211596,4594,1
211596,211556,0
211631,4641,1
211631,211972,2
211654,4588,1
211654,4588,2
211654,207999,1
211654,207999,2
211654,207999,4
211750,208046,1
211750,208046,2
211765,211965,1
211765,211965,2
211768,208049,1
211768,208049,2
211777,4561,1
211777,209009,1
211777,209010,1
211777,211768,1
211797,211856,1
211797,211874,1
211842,4502,1
211842,208092,1
211842,208092,2
211842,211312,1
211856,208098,1
211856,208098,2
211856,208098,3
211856,208098,4
211856,211874,1
211867,208090,1
211867,208090,2
211872,208093,1
211872,208093,2
211872,211965,1
211872,211965,2
211965,211977,1
211965,211978,2
211994,4588,2
211995,4588,1
212004,212274,1
212040,212384,1
212057,207915,1
212057,207915,2
212057,212384,1
212057,212385,2
212057,234264,1
212058,4637,1
212058,212040,1
212066,4637,1
212066,212385,2
212079,4517,1
212079,212308,1
212079,212356,1
212083,212119,1
212083,212356,1
212086,4524,1
212086,212119,1
212090,4578,1
212090,4579,1
212090,207937,1
212090,207937,2
212090,212233,2
212090,212234,1
212093,4638,1
212093,207943,1
212093,207943,2
212093,212356,1
212093,212356,2
212093,212472,2
212119,10365,1
212120,207973,1
212120,208109,1
212126,212147,1
212139,212254,3
212139,212254,4
212139,212274,4
212139,212496,3
212146,212126,1
212146,212126,3
212146,212349,2
212146,212349,4
212147,212360,1
212147,212360,2
212162,4553,2
212162,4617,1
212162,10570,1
212162,10867,1
212162,10966,1
212162,207973,1
212162,207973,2
212162,207973,3
212162,212200,1
212162,212360,1
212162,212374,2
212200,212349,1
212219,212004,2
212219,212224,2
212219,212254,1
212219,212274,2
212224,212254,2
212233,212274,2
212234,212274,1
212254,4572,1
212274,208015,1
212274,208016,2
212274,208017,3
212274,212496,3
212308,4625,1
212308,4626,1
212308,208034,1
212308,208034,2
212340,4591,20
212340,4592,10
212340,212397,1
212356,10898,1
212356,10898,2
212360,212374,2
212371,4633,1
212371,4637,1
213403,213921,1
213403,213921,2
213408,213410,Z
213408,214309,1
213409,213408,1
213409,213408,2
213411,213446,1
213411,213446,2
213411,214066,1
213411,214066,2
213411,216065,1
213412,213413,4
213412,213413,6
213412,213908,1
213412,214303,Z
213415,4398,1
213415,4428,3
213415,213411,1
213415,213416,1
213415,213417,1
213416,4397,1
213416,10605,1
213416,213411,1
213416,213417,1
213416,214002,2
213416,214004,1
213417,213422,1
213417,213908,1
213422,213525,1
213424,213934,1
213424,213935,1
213424,214208,1
213424,214208,2
213431,4375,1
213431,213461,1
213431,213629,1
213438,213553,1
213438,213683,1
213438,213737,1
213438,213833,1
213438,213833,2
213438,213894,1
213438,213894,Z
213439,213438,1
213439,213438,2
213442,213459,1
213442,213459,2
213443,213459,3
213443,213459,4
213444,213459,5
213444,213459,6
213446,213761,1
213446,213905,1
213447,213446,19
213447,213446,20
213452,4342,1
213452,4342,2
213452,206735,1
213452,213456,1
213452,213456,2
213452,213746,1
213452,214015,1
213452,214022,1
213459,213467,1
213459,214013,Z
213461,213831,1
213464,213461,20
213464,213461,21
213465,213461,19
213465,214047,1
213467,213461,1
213467,213461,TR
213468,213461,1
213468,213598,1
213468,213649,1
213468,213649,2
213472,213788,1
213473,213788,1
213474,213981,1
213477,214038,1
213477,214230,1
213479,213826,1
213479,214327,1
213481,213497,38
213481,214055,1
213481,216057,1
213481,216164,1
213481,216164,Z
213486,213481,48
213486,213491,1
213486,213497,3
213486,213781,1
213486,214299,1
213487,213940,1
213488,214216,1
213488,214216,3
213488,214216,TR
213489,4384,1
213489,213487,9A
213489,213487,9B
213489,213588,1
213489,213624,1
213489,214216,1
213491,213487,1
213491,213487,TR
213491,213781,Z
213495,213605,1
213495,214270,1
213496,213489,1
213496,213973,1
213498,213683,1
213498,214219,1
213505,4350,1
213505,213833,Z
213505,213868,Z
213510,213513,1
213510,213513,2
213513,213624,1
213513,213737,Z
213513,213801,Z
213519,213508,1
213519,213514,TR
213519,213515,1
213519,213515,2
213519,213517,TR
213519,213518,TR
213519,214219,1
213521,213651,1
213525,213528,TR
213525,214297,1
213526,213527,TR
213526,213743,1
213526,213886,1
213527,213521,1
213527,213816,1
213528,213521,8
213528,213562,1
213528,213745,1
213546,213629,1
213546,214007,1
213546,214225,2
213553,4358,1
213553,214219,1
213555,213955,1
213555,214279,1
213559,213400,1
213559,213973,1
213559,228401,1
213562,213900,Z
213565,213568,1
213565,213664,1
213567,213565,4
213567,213565,6
213568,213605,1
213578,213582,TR
213578,214299,1
213582,4364,1
213582,213575,1
213582,213761,1
213582,213788,1
213588,4364,Y8
213588,213582,1
213588,213587,Y3
213588,213589,1
213588,213590,1
213588,213666,1
213588,213912,1
213593,213594,4
213593,213594,6
213593,213775,1
213593,214071,1
213597,213605,1
213597,213605,2
213598,213599,1
213598,213605,1
213599,213605,1
213600,213612,Z
213600,213831,1
213600,213926,1
213605,213600,1
213605,213600,R9
213605,213600,TR
213605,213622,1
213605,213623,1
213610,213611,1
213610,213612,1
213610,213612,TR
213612,214229,1
213613,213614,2
213613,213614,3
213613,213908,1
213613,214001,1
213622,4369,2
213622,4370,3
213622,4371,4
213623,4366,XF
213623,4367,1
213623,4368,XF
213631,4374,TR
213631,214071,1
213633,213840,Z
213633,213900,1
213640,214071,1
213640,214071,2
213640,214071,2
213641,214068,1
213641,214068,2
213641,214068,4
213642,213826,1
213642,214022,1
213645,213648,3
213645,213648,4
213648,213651,Z
213649,213648,1
213649,213648,2
213649,214040,1
213654,213648,1
213654,213648,TR
213654,213672,1
213654,214015,1
213654,214047,Z
213655,4375,12
213659,4375,TR
213659,213664,1
213663,4375,TR
213663,213970,1
213664,214012,1
213666,213668,TR
213666,214256,Z
213668,213851,1
213668,213949,1
213668,214253,1
213671,213666,7
213671,213666,8
213672,214035,Z
213673,213672,1
213673,213672,2
213676,213967,Z
213676,214044,1
213678,213676,11
213678,213676,12
213678,213676,13
213680,213676,1
213680,214040,1
213680,214040,Z
213680,214065,1
213680,216012,1
213680,216012,2
213736,213737,1
213736,213737,2
213741,213743,1
213743,4379,1
213743,213742,1
213743,214297,Z
213745,213771,1
213745,213771,2
213745,213816,1
213746,214047,Z
213751,4399,TR
213751,213905,1
213763,213410,1
213763,213761,TR
213764,213761,11
213764,213761,12
213764,213761,13
213772,214253,2
213775,213925,Z
213776,213775,1
213776,213775,2
213776,213775,3
213786,213788,TR
213786,213872,1
213787,213788,TR
213787,213789,1
213789,213988,1
213790,4400,TR
213790,4401,TR
213790,213868,1
213791,4402,TR
213791,4403,TR
213791,213868,1
213796,4396,1
213796,213798,1
213796,213798,_2
213796,213823,1
213796,213823,2
213796,213823,3
213800,214055,Z
213801,213803,TR
213801,213807,Z
213804,213801,1
213804,213801,2
213807,213925,1
213808,213807,1
213808,213807,2
213813,213815,1
213813,213816,1
213813,213816,3
213816,213813,2
213817,214010,1
213817,214060,Z
213818,213817,TR
213818,214063,1
213823,213826,1
213823,213826,2
213823,213826,3
213826,214035,Z
213840,213803,1
213840,213841,1
213841,213842,1
213843,213841,3
213843,213841,TR
213845,214219,1
213850,213991,1
213850,214066,1
213851,213955,Z
213856,213858,1
213856,213858,2
